Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Whole Year ,Madhya Pradesh,49502,1965790,852.6,8292575.04,16335.66,26.90304348
Whole Year ,Maharashtra,1022000,89456100,1174.095455,171205440,337260,76.54074074
Whole Year ,Manipur,5750,333000,1533.561905,963240,1897.5,57.67333333
Whole Year ,Mizoram,1463,7457,2439.340909,245081.76,482.79,5.845
Kharif     ,Nagaland,4290,186670,1544.354545,718660.8,1415.7,43.49818182
Whole Year ,Punjab,80000,5653000,705.2,13401600,26400,71.17333333
Whole Year ,Tripura,921,45001,2295.609091,154285.92,303.93,48.8375
Kharif     ,Uttar Pradesh,2162404,128818743,777.4,362245918.1,713593.32,55.13875
Whole Year ,Uttarakhand,104210,6348078,1564.7,17457259.2,34389.3,61.1
Whole Year ,Jharkhand,766,27049,1374.7,128320.32,252.78,33.58888889
Whole Year ,West Bengal,16077,1681444,1686.5,2693219.04,5305.41,107.9205882
Whole Year ,Bihar,250344,12741415,924.1,37751875.2,77606.64,59.25057143
Whole Year ,Chhattisgarh,9227,25800,1366.8,1391431.6,2860.37,3.100434783
Whole Year ,Gujarat,176600,1260800,460.6,26631280,54746,6.957272727
Whole Year ,Haryana,100986,7500000,307.9,15228688.8,31305.66,61.4215
Whole Year ,Himachal Pradesh,1836,38063,1035,276868.8,569.16,16.37571429
Whole Year ,Madhya Pradesh,53901,2756580,1049.5,8128270.8,16709.31,36.84958333
Whole Year ,Maharashtra,938100,75335000,1003.4,141465480,290811,73.4448
Whole Year ,Manipur,5500,311690,1176.7,829400,1705,53.21444444
Whole Year ,Mizoram,1323,6795,2050.2,199508.4,410.13,6.69125
Kharif     ,Nagaland,4310,187570,1296.6,649948,1336.1,43.52
Whole Year ,Punjab,82000,5832000,338.9,12365600,25420,72.55625
Whole Year ,Tamil Nadu,348379,34014097,706.8,52535553.2,107997.49,93.54354839
Whole Year ,Tripura,900,45437,1882.2,135720,279,51.42875
Kharif     ,Uttar Pradesh,2211712,137904315,746.3,333526169.6,685630.72,56.98173333
Whole Year ,Uttarakhand,103983,6344504,1309.8,15680636.4,32234.73,61.14
Whole Year ,Jharkhand,990,48888,1102,149292,306.9,46.728
Whole Year ,West Bengal,16096,1617025,1566,2427276.8,4989.76,99.781875
Whole Year ,Bihar,258068,12881781,1069.9,37288245.32,69678.36,51.20944444
Kharif     ,Chhattisgarh,44097,2129180,1418.3,6371575.53,11906.19,48.28
Whole Year ,Chhattisgarh,9189,23831,1418.3,1327718.61,2481.03,2.935652174
Whole Year ,Gujarat,173065,11513762,1006.5,25006161.85,46727.55,60.88571429
Whole Year ,Haryana,101000,7427000,452.2,14593490,27270,74.98714286
Whole Year ,Himachal Pradesh,1449,3496,1216.9,209366.01,391.23,3.07
Whole Year ,Madhya Pradesh,55448,2797460,1451.4,8011681.52,14970.96,39.73108696
Whole Year ,Maharashtra,937100,83954000,1409.8,135401579,253017,79.05115385
Whole Year ,Manipur,5850,339310,1428.8,845266.5,1579.5,57.03888889
Whole Year ,Mizoram,1421,6979,1848.8,205320.29,383.67,6.84375
Whole Year ,Punjab,89000,6675000,586.6,12859610,24030,77.713125
Kharif     ,Telangana,39309,3376625,1348.7,5679757.41,10613.43,83.91888889
Whole Year ,Tripura,964,49598,2043.5,139288.36,260.28,52.1675
Kharif     ,Uttar Pradesh,2228080,142045762,995.2,321935279.2,601581.6,59.1904
Whole Year ,Uttarakhand,106499,6061428,1735.4,15388040.51,28754.73,58.4
Whole Year ,Jharkhand,998,56340,1253.6,144201.02,269.46,49.495
Whole Year ,West Bengal,17021,1945042,1939.9,2459364.29,4595.67,104.2206667
Whole Year ,Bihar,254338,15498951,1061,38394864.48,83931.54,64.80361111
Whole Year ,Chhattisgarh,12453,76149,1274.7,1879904.88,4109.49,6.040869565
Whole Year ,Gujarat,208553,14342042,605.6,31483160.88,68822.49,69.400625
Whole Year ,Haryana,95000,7035000,301.3,14341200,31350,72.15153846
Whole Year ,Himachal Pradesh,1600,36681,1019.9,241536,528,26.19142857
Whole Year ,Madhya Pradesh,102000,4090000,891.2,15397920,33660,32.1559375
Whole Year ,Maharashtra,1029500,91538100,1001.6,155413320,339735,71.18857143
Whole Year ,Manipur,5850,339310,987.5,883116,1930.5,57.03888889
Whole Year ,Mizoram,1476,44257,2029.9,222816.96,487.08,27.9
Kharif     ,Nagaland,4350,189330,1333.3,656676,1435.5,43.52363636
Whole Year ,Punjab,94000,7039000,382.7,14190240,31020,77.41266667
Kharif     ,Telangana,38139,3343035,746.4,5757463.44,12585.87,83.8575
Whole Year ,Tripura,793,41510,2015.7,119711.28,261.69,52.65875
Kharif     ,Uttar Pradesh,2228261,146576786,616.4,336378280.6,735326.13,59.21533333
Whole Year ,Uttarakhand,100737,6108965,1287.4,15207257.52,33243.21,63.462
Whole Year ,Jharkhand,713,37431,1156.6,107634.48,235.29,42.421
Whole Year ,West Bengal,17728,2105506,1483.5,2676218.88,5850.24,105.06875
Whole Year ,Bihar,244021,11914615,874,38533356.11,80526.93,61.67833333
Whole Year ,Chhattisgarh,19221,46895,1136,3035188.11,6342.93,2.912272727
Whole Year ,Gujarat,157130,10947109,584.3,24812398.3,51852.9,68.724375
Whole Year ,Haryana,93000,6992000,426.8,14685630,30690,74.57733333
Whole Year ,Himachal Pradesh,1874,37516,1223.2,295923.34,618.42,16.19714286
Whole Year ,Madhya Pradesh,102000,5160000,1000.7,16106820,33660,42.40736842
Whole Year ,Maharashtra,987100,69235400,875.7,155872961,325743,59.97133333
Whole Year ,Manipur,6000,348000,1329.1,947460,1980,54.38111111
Whole Year ,Mizoram,1542,51270,2310.8,243497.22,508.86,32.8575
Kharif     ,Nagaland,4370,190200,1308.3,690066.7,1442.1,43.52272727
Whole Year ,Punjab,90000,6607000,512.6,14211900,29700,77.086
Kharif     ,Telangana,34895,2404655,747.9,5510269.45,11515.35,70.39333333
Whole Year ,Tripura,793,40492,2334.4,125222.63,261.69,51.83875
Kharif     ,Uttar Pradesh,2168888,145384798,596.7,342489104.1,715733.04,59.79746667
Whole Year ,Uttarakhand,95538,5656014,1247.6,15086405.58,31527.54,63.5
Whole Year ,West Bengal,17403,1327805,1717,2748107.73,5742.99,80.046875
Whole Year ,Arunachal Pradesh,2075,44405,2933.7,317993.75,726.25,22.59461538
Whole Year ,Bihar,239567,13036006,1205.6,36713642.75,83848.45,65.16235294
Whole Year ,Chhattisgarh,31376,109583,1298.9,4808372,10981.6,1.967826087
Whole Year ,Gujarat,157987,10786971,710.5,24211507.75,55295.45,64.44533333
Whole Year ,Haryana,101500,8167000,554.7,15554875,35525,77.64055556
Whole Year ,Himachal Pradesh,1953,47999,1373.9,299297.25,683.55,17.29142857
Whole Year ,Madhya Pradesh,91930,4726000,1048.4,14088272.5,32175.5,30.362
Whole Year ,Maharashtra,633269,54236984,1151.1,97048474.25,221644.15,69.409
Whole Year ,Manipur,6000,348000,2039.8,919500,2100,54.38111111
Whole Year ,Mizoram,1588,50532,2626.8,243361,555.8,30.9975
Kharif     ,Nagaland,4420,192390,1959.8,677365,1547,43.71090909
Whole Year ,Punjab,88000,7152000,635.9,13486000,30800,83.69333333
Kharif     ,Telangana,29357,2061312,942.6,4498960.25,10274.95,65.524
Whole Year ,Tripura,822,44100,2475.3,125971.5,287.7,54.71125
Kharif     ,Uttar Pradesh,2159841,156948671,965.3,330995633.3,755944.35,64.83346667
Whole Year ,Uttarakhand,91995,5445379,1580.9,14098233.75,32198.25,63.694
Whole Year ,West Bengal,20995,1549747,1795.8,3217483.75,7348.25,72.57105263
Whole Year ,Arunachal Pradesh,2110,45154,2745.5,332198.4,801.8,22.44230769
Whole Year ,Bihar,233769,13824707,1112,36804591.36,88832.22,57.5275
Whole Year ,Chhattisgarh,34834,64205,1124.5,5484264.96,13236.92,1.823181818
Whole Year ,Gujarat,181699,11622609,814.8,28606690.56,69045.62,61.96529412
Whole Year ,Haryana,114900,9708800,417.1,18089856,43662,82.12473684
Whole Year ,Himachal Pradesh,1874,36730,1182.2,295042.56,712.12,17.11714286
Whole Year ,Madhya Pradesh,98040,5432600,800,15435417.6,37255.2,44.49714286
Whole Year ,Maharashtra,902035,82539200,1129.5,142016390.4,342773.3,66.33833333
Whole Year ,Manipur,6000,348000,1780,944640,2280,54.38111111
Whole Year ,Mizoram,1558.8,44836,3865.8,245417.472,592.344,25.2375
Kharif     ,Nagaland,4430,192750,1722.1,697459.2,1683.4,43.50363636
Whole Year ,Punjab,96000,8024000,497.5,15114240,36480,84.3725
Kharif     ,Telangana,35788,2663092,815.7,5634462.72,13599.44,77.33636364
Whole Year ,Tripura,806,42489,3326.8,126896.64,306.28,53.38875
Kharif     ,Uttar Pradesh,2234282,177056410,652.1,351765358.1,849027.16,67.24106667
Whole Year ,Uttarakhand,91618,6385778,1475.8,14424337.92,34814.84,68.9
Whole Year ,West Bengal,19160,1737321,1830,3016550.4,7280.8,90.57526316
Whole Year ,Arunachal Pradesh,2130,45792,2992.9,345486,745.5,23.578
Whole Year ,Bihar,225567,20116277,1521.4,36586967.4,78948.45,65.4878125
Whole Year ,Chhattisgarh,43267,93432,1515.5,7017907.4,15143.45,1.731304348
Whole Year ,Gujarat,161039,11664869,1125.4,26120525.8,56363.65,66.59133333
Whole Year ,Haryana,108900,8519900,533.2,17663580,38115,77.968
Whole Year ,Himachal Pradesh,1585,38538,1052.2,257087,554.75,17.335
Whole Year ,Madhya Pradesh,107902,5276970,1102.2,17501704.4,37765.7,35.49571429
Whole Year ,Maharashtra,1162836,89770489,1387.4,188611999.2,406992.6,65.7037931
Whole Year ,Manipur,5450,315070,1196.9,883990,1907.5,54.30666667
Whole Year ,Mizoram,1462,44260,1665.2,237136.4,511.7,25.81
Kharif     ,Nagaland,4440,193180,1372.7,720168,1554,43.50181818
Whole Year ,Punjab,95000,7774000,585.5,15409000,33250,81.23666667
Kharif     ,Telangana,39824,3169577,1350.3,6459452.8,13938.4,80.47047619
Whole Year ,Tripura,662,35914,2169.1,107376.4,231.7,55.4425
Kharif     ,Uttar Pradesh,2223805,179698158,792.8,360701171,778331.75,68.77786667
Whole Year ,Uttarakhand,92863,6459016,1373,15062378.6,32502.05,73.1
Whole Year ,West Bengal,18805,1588816,2012.6,3050171,6581.75,84.535
Whole Year ,Arunachal Pradesh,2146,46139,2433.3,368596.96,794.02,23.74764706
Whole Year ,Bihar,223892,13578832,1194.7,38455689.92,82840.04,61.77419355
Whole Year ,Chhattisgarh,31237,699040,1420.3,5365267.12,11557.69,17.92666667
Whole Year ,Gujarat,160940,11569942,1067.8,27643054.4,59547.8,70.57
Whole Year ,Haryana,96300,7730300,351.8,16540488,35631,78.94444444
Whole Year ,Himachal Pradesh,1603,36143,1217.7,275331.28,593.11,16.91166667
Whole Year ,Madhya Pradesh,124681,7414530,1446.7,21415208.56,46131.97,39.05510204
Whole Year ,Maharashtra,822407,69312919,1555.8,141256626.3,304290.59,69.62148148
Whole Year ,Mizoram,1468,46842,2178.5,252143.68,543.16,30.28571429
Kharif     ,Nagaland,4450,193620,1593,764332,1646.5,43.47545455
Winter     ,Odisha,8948,504870,1593.9,1536908.48,3310.76,56.56238095
Whole Year ,Punjab,91000,7302000,653.2,15630160,33670,81.60705882
Kharif     ,Telangana,26115,2021771,1031.7,4485512.4,9662.55,84.7273913
Whole Year ,Tripura,687,36372,2252.8,117999.12,254.19,54.42375
Kharif     ,Uttar Pradesh,2208347,179567765,814.5,379305680.7,817088.39,70.96973333
Whole Year ,Uttarakhand,90688,6838266,1378.9,15576570.88,33554.56,75.7
Whole Year ,West Bengal,19177,1527577,1733.4,3293841.52,7095.49,81.0915
Whole Year ,Uttarakhand,90184,7970299,1313.947826,17460524.24,33368.08,81.54
Whole Year ,Haryana,141000,7500000,661.2,13418970,43710,50.3125
Whole Year ,Delhi,5,300,784.5,494,1.45,60
Whole Year ,Andhra Pradesh,232416,18507614,650.4,24666310.08,62752.32,76.31571429
Whole Year ,Delhi,4,200,365.9,424.52,1.08,50
Whole Year ,Jammu and Kashmir,143,143,667.1,15176.59,38.61,1.1125
Whole Year ,Delhi,5,200,544.3,490.85,1.3,40
Whole Year ,Jammu and Kashmir,126,417,989.5,12369.42,32.76,2.6275
Whole Year ,Delhi,3,200,611.9,306.39,0.78,66.67
Whole Year ,Jammu and Kashmir,132,436,953.8,13481.16,34.32,2.5825
Whole Year ,Delhi,5,340,593.6,473.35,1.25,68
Whole Year ,Jammu and Kashmir,117,475,933.2,11076.39,29.25,2.65
Whole Year ,Puducherry,2330,209496,1434.5875,220581.1,582.5,85.75
Whole Year ,Uttar Pradesh,2148981,120948041,664,203444031.3,537245.25,51.2157971
Whole Year ,Jammu and Kashmir,154,567,1430.3,15242.92,36.96,3.023333333
Winter     ,Odisha,14486,926085,1290.4,1569413.24,3042.06,56.76321429
Kharif     ,Uttar Pradesh,2002320,121755620,704,216931348.8,420487.2,53.14528571
Kharif     ,Jammu and Kashmir,191,753,1721.8,22904.72,40.11,3.053333333
Kharif     ,Uttar Pradesh,2155791,125469871,751.9,258522456.7,452716.11,48.78928571
Kharif     ,Jammu and Kashmir,159,777,1786.5,20305.89,34.98,3.053333333
Whole Year ,Delhi,3,276,677.5,400.2,0.48,92
Kharif     ,Jammu and Kashmir,69,221,1042.2,9204.6,11.04,3.65
Whole Year ,Delhi,3,226,614.6,429.12,0.27,75.33
Whole Year ,Delhi,3,226,528.4,467.46,0.51,75.33
Kharif     ,Jammu and Kashmir,1,2,751.7,155.82,0.17,1.5
Whole Year ,Delhi,3,226,989.5,498.33,0.72,75.33
Whole Year ,Delhi,3,226,641.3954545,502.56,0.99,75.33
Kharif     ,Jammu and Kashmir,19,29,887.6,3182.88,6.27,1.5
Whole Year ,Delhi,3,226,451.9,452.4,0.93,75.33
Kharif     ,Jammu and Kashmir,22,33,1116.7,3317.6,6.82,1.495
Kharif     ,Puducherry,2027,304516,1098.3,305671.6,628.37,150.23
Whole Year ,Delhi,3,226,706.8,433.47,0.81,75.33
Kharif     ,Puducherry,2024,304066,1083.2,292447.76,546.48,150.23
Kharif     ,Jammu and Kashmir,1305,1958,1278.4,197002.8,430.65,1.5
Kharif     ,Puducherry,1921,316965,1330,289994.16,633.93,165
Kharif     ,Jammu and Kashmir,193,290,1572.6,30476.63,63.69,1.5
Kharif     ,Jammu and Kashmir,45,68,902.8,6896.25,15.75,1.5
Whole Year ,Jammu and Kashmir,37,83,1324.1,6355.12,13.69,1.915
Whole Year ,Manipur,7,2,2053.3,666.19,2.17,0.29
Autumn     ,Manipur,380,12410,1855,37544,110.2,32.65666667
Rabi       ,Manipur,10,330,1855,988,2.9,33
Summer     ,Manipur,140,4570,1855,13832,40.6,32.64
Winter     ,Manipur,170,5560,1855,16796,49.3,32.845
Whole Year ,Manipur,650,21230,2092.7,68984.5,175.5,32.7475
Whole Year ,Manipur,740,24170,1969.7,72645.8,192.4,32.57571429
Whole Year ,Manipur,320,10450,1743.7,30294.4,80,32.65666667
Whole Year ,Manipur,300,9800,1613.3,32502,63,32.67
Whole Year ,Puducherry,1517,115690,1434.5875,164351.78,318.57,63.66
Whole Year ,Manipur,70,2290,1585.4,8394.4,14.7,32.75
Whole Year ,Puducherry,2099,299000,1434.5875,251712.08,440.79,109.13
Summer     ,Manipur,10,330,1533.561905,1277.1,2.2,33
Whole Year ,Manipur,500,16330,1533.561905,63855,110,32.66666667
Whole Year ,Manipur,510,16660,1435.7,68034,81.6,32.61666667
Whole Year ,Goa,1210,60583,2518,131091.4,254.1,52.75
Whole Year ,Goa,1110,55867,3392.8,133111.2,233.1,53.16
Whole Year ,Goa,1120,58279,2928.8,143035.2,246.4,55.455
Whole Year ,Goa,1034,56027,3674.7,137935.6,165.44,57.615
Whole Year ,Mizoram,1258,7863,2640.7,124290.4,364.82,6.2975
Whole Year ,Mizoram,743,1510,2535.9,78854.59,200.61,3.003333333
Whole Year ,Tripura,1015,51300,2147.4,107721.95,274.05,50.7125
Whole Year ,Tripura,1040,54100,2437.5,102096.8,270.4,52.375
Whole Year ,Tripura,1020,52700,2284.4,104172.6,265.2,51.9975
Whole Year ,Tripura,1150,56203,2579.8,108870.5,287.5,49.5125
Whole Year ,Tripura,1120,47510,2487.9,110857.6,268.8,41.27
Whole Year ,Mizoram,1340,12188,2353,171131.4,294.8,7.32625
Whole Year ,Mizoram,883,828,3095.2,117792.2,141.28,4.584285714
Whole Year ,Mizoram,1342,13696,1912.1,191959.68,120.78,11.12875
Whole Year ,Mizoram,1434,12368,2086.3,223445.88,243.78,8.42375
Whole Year ,Arunachal Pradesh,743,15032,3616.7,73408.4,215.47,17.69111111
Whole Year ,Arunachal Pradesh,809,16219,2338.6,85859.17,218.43,16.47375
Whole Year ,Arunachal Pradesh,811,14358,2157.7,79615.87,210.86,16.885
Whole Year ,Arunachal Pradesh,1036,18920,2128.5,105806.68,269.36,17.73888889
Whole Year ,Arunachal Pradesh,798,15284,2832.8,75546.66,199.5,16.57
Whole Year ,Arunachal Pradesh,738,15150,2782.2,73047.24,177.12,17.09888889
Whole Year ,Arunachal Pradesh,736,14132,2939.5,79738.24,154.56,15.67090909
Whole Year ,Arunachal Pradesh,878,16181,2767,105289.76,184.38,17.00555556
Whole Year ,Arunachal Pradesh,1030,16843,1940,131541.3,226.6,16.362
Whole Year ,Arunachal Pradesh,1233,21754,3223.9,164482.2,197.28,16.482
Whole Year ,Arunachal Pradesh,1370,23439,2244.4,195964.8,123.3,15.32727273
Whole Year ,Arunachal Pradesh,1476,27145,1701.9,229990.32,250.92,16.791
Whole Year ,Arunachal Pradesh,1508,28974,2574.1,250493.88,361.92,20.63111111
Whole Year ,Arunachal Pradesh,1550,30000,2193.7,259656,511.5,20.08333333
Whole Year ,Arunachal Pradesh,1530,30151,2760.7,230724,474.3,20.19333333
Whole Year ,Arunachal Pradesh,1561,30351,2042.9,225548.89,421.47,19.87333333
Whole Year ,Arunachal Pradesh,1790,34900,2403.2,270218.4,590.7,20.19111111
Whole Year ,Arunachal Pradesh,1950,40755,2593.2,307924.5,643.5,21.75
Rabi       ,Arunachal Pradesh,681,15806,2274.9,64810.77,211.11,20.80111111
Winter     ,Odisha,22325,1469529,1357.1,2205710,6474.25,58.57666667
Winter     ,Odisha,16332,1073011,1503.4,1958533.44,3429.72,57.81310345
Winter     ,Odisha,20095,1274372,1716.9,2566332.45,4420.9,58.80103448
Winter     ,Odisha,19819,1069228,1633.8,2643854.6,3171.04,52.94266667
Winter     ,Odisha,10763,646243,1539,1539539.52,968.67,53.25
Whole Year ,Goa,1021,49253,3271.6,146043.84,91.89,49.52
Winter     ,Odisha,7968,489941,1330.3,1241573.76,1354.56,54.9762069
Whole Year ,Goa,893,52343,3334.9,139147.26,151.81,50.95
Winter     ,Odisha,13142,902700,1291.9,2183017.62,3154.08,62.2525
Whole Year ,Goa,921,49109,4193.3,152987.31,221.04,48.715
Winter     ,Odisha,14499,884716,1346.2,2428872.48,4784.67,59.61214286
Whole Year ,Goa,915,46584,3340.395455,153280.8,301.95,47.28
Winter     ,Odisha,14530,952370,1430.2,2191124,4504.3,67.76214286
Whole Year ,Goa,854,46055,3048.9,128783.2,264.74,47.765
Winter     ,Odisha,14213,936514,1632.4,2053636.37,3837.51,62.18535714
Winter     ,Odisha,10047,722892,1536.9,1516695.12,3315.51,60.30111111
Winter     ,Odisha,8962,577158,1210.1,1415189.42,2957.46,58.85428571
Winter     ,Odisha,5493,344294,1460.5,841802.25,1922.55,56.1604
Winter     ,Odisha,3713,240245,1344.4,584574.72,1410.94,56.588
Winter     ,Odisha,6778,417672,1635.9,1099391.6,2372.3,57.58454545
